network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,401,401,410,,,,,,,,,402,3468,3486,3494,,,,
testnet,default,transfer-erc20-test,,,0,399,402,414,,,,,,,,,404,3469,3479,3490,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,429,434,475,,,,,,,434,3576,,,3601,3640,,,436,7754
testnet,default,transfer-cadence-test,,,0,248,258,280,,,,,,,258,3397,,,3433,6597,,,260,7571
mainnet,default,transfer-test,,,1,881,907,916,,,,,,,,,908,7183,7226,7235,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,449,498,550,,,,,,,499,6094,,,6130,6181,,,500,12410
testnet,ALCHEMY_URL,transfer-test,,,0,544,554,591,,,,,,,,,555,3900,3936,4008,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,413,458,498,,,,,,,,,460,3774,3797,3838,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,598,605,648,,,,,,,,,606,7134,7160,7191,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,276,302,311,,,,,,,,,303,6583,6618,6627,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,1,184,203,216,,,,,,,,,206,3271,3286,3296,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,684,713,722,,,,,,,,,714,6991,7026,7035,,,,
mainnet,default,headless-kittypunch-swap-3,0,17936,,,,,17974,20667,,,20712,36405,,,,,,,36448,40762,,
mainnet,default,headless-kittypunch-swap-4,0,1715,,,,,,,1719,4718,4751,20569,,,,,,,20590,34464,,
