network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,628,656,691,,,657,7190,7191,7224,,
testnet,default,transfer-erc20-test,0,506,509,544,,,512,7027,7041,7074,,
testnet,default,transfer-cadence-soft-finality-test,0,482,514,585,514,5762,,,5810,5875,516,10049
testnet,default,transfer-cadence-test,0,354,382,433,383,5606,,,5625,9415,384,9886
mainnet,default,transfer-test,0,708,757,887,,,758,7450,7472,7512,,
testnet,ALCHEMY_URL,transfer-test,0,589,609,658,,,610,7271,7274,7312,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,468,505,566,,,507,7147,7159,7204,,
mainnet,ALCHEMY_URL,transfer-test,0,545,555,591,,,556,7158,7169,7219,,
testnet,QUICKNODE_URL,transfer-test,0,426,458,501,,,459,6954,6987,7027,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,453,455,495,,,457,7007,7014,7051,,
mainnet,QUICKNODE_URL,transfer-test,0,443,452,492,,,453,7046,7073,7113,,
