network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,645,664,683,,,665,7049,7093,7111,,
testnet,default,transfer-erc20-test,0,442,460,482,,,463,6844,6845,6864,,
testnet,default,transfer-cadence-soft-finality-test,0,654,702,757,701,4910,,,4937,4991,703,8085
testnet,default,transfer-cadence-test,0,291,335,390,336,5563,,,5596,9154,337,9787
mainnet,default,transfer-test,0,700,714,738,,,715,7148,7196,7220,,
mainnet,default,transfer-cadence-soft-finality-test,0,613,648,711,649,5399,,,5445,5511,650,11781
testnet,ALCHEMY_URL,transfer-test,0,543,562,600,,,563,7074,7093,7129,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,376,408,690,,,411,6910,6940,6968,,
mainnet,ALCHEMY_URL,transfer-test,0,319,356,382,,,357,6817,6839,6866,,
testnet,QUICKNODE_URL,transfer-test,0,306,306,325,,,307,6689,6734,6765,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,262,307,330,,,310,6693,6737,6758,,
mainnet,QUICKNODE_URL,transfer-test,0,502,512,536,,,513,6944,6944,6967,,
