network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,801,807,860,,,,,,,,,808,7519,7555,7606,,,,
testnet,default,transfer-erc20-test,,,0,818,858,915,,,,,,,,,861,7500,7548,7604,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,565,582,664,,,,,,,583,6068,,,6068,6148,,,584,8206
testnet,default,transfer-cadence-test,,,0,412,425,505,,,,,,,426,5838,,,5865,8571,,,427,9092
mainnet,default,transfer-test,,,0,890,905,929,,,,,,,,,906,13769,13803,13826,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,1,536,569,650,,,,,,,570,5659,,,5689,5759,,,571,11940
testnet,ALCHEMY_URL,transfer-test,,,0,876,906,972,,,,,,,,,907,7631,7654,7710,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,879,905,960,,,,,,,,,908,7586,7601,7654,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,810,853,903,,,,,,,,,853,7587,7595,7652,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,608,652,671,,,,,,,,,653,7028,7042,7060,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,354,402,425,,,,,,,,,405,6778,6789,6810,,,,
mainnet,QUICKNODE_URL,transfer-test,,,1,557,603,627,,,,,,,,,604,3818,3822,3845,,,,
mainnet,default,headless-kittypunch-swap-1,0,21069,,,,,21088,29296,,,29325,47857,,,,,,,47870,54751,,
mainnet,default,headless-kittypunch-swap-2,0,1945,,,,,,,1986,8322,8372,26827,,,,,,,26841,33684,,
